date,BASIC INDUSTRIES MOVE-AVG,HEALTH CARE MOVE-AVG,CONSUMER DURABLES MOVE-AVG,TECHNOLOGY MOVE-AVG,CONSUMER SERVICES MOVE-AVG,ENERGY MOVE-AVG,MISCELLANEOUS MOVE-AVG,FINANCE MOVE-AVG,CONSUMER NON-DURABLES MOVE-AVG,CAPITAL GOODS MOVE-AVG,PUBLIC UTILITIES MOVE-AVG,TRANSPORTATION MOVE-AVG
2000-04-14,604778.6237800247,1357004.1669630988,306260.56506975606,3355834.4425850282,863174.4885398439,1268081.7494139024,1774380.2382525594,471246.89284049073,897436.5876905225,511949.4740475086,740271.4777632344,807353.6263173858
2000-04-17,606724.3800439627,1358740.4986415056,307283.43020188046,3368102.1144146924,866028.9542299166,1269278.5893110116,1797477.1136801464,472881.88859890285,899230.117418798,512764.15036247903,740435.896540019,809730.6307943902
2000-04-18,606557.4246577019,1354041.9640716002,306387.869402692,3377058.1185350455,864901.3906873092,1273212.920608987,1804576.5106128969,473163.95391949627,899585.8493411966,511641.0720173346,741184.1122583504,804752.5219162812
2000-04-19,603744.136004909,1351948.79979914,300996.2468277361,3352794.660434601,861832.9311929094,1270929.3675125008,1788652.6150220681,473476.78085234156,898508.8515305781,509540.61588689534,739356.9557559834,798634.142634744
2000-04-20,599773.2907345516,1347926.3336233965,297569.46976220905,3347838.732730457,857184.485516313,1264480.3038679936,1780372.7233113097,472549.09078952606,893511.3733796409,508043.76525869867,732266.8690113439,797101.8321287493
2000-04-24,595391.0651506586,1339879.5552083536,296598.4832241339,3363815.6527718334,852139.42704547,1261927.3656313128,1772953.4931812906,471594.00535832596,891594.3973236817,505724.5160677602,727594.3819681783,797949.3903099165
2000-04-25,595632.130574118,1339016.7333923697,295976.0803690524,3370373.2025222173,847986.0326186457,1262485.8340776814,1774640.4049417523,471254.31965870236,893836.1225195072,504106.4654409378,725909.3773937693,794712.1112726375
2000-04-26,593998.0768428448,1346831.983642275,294791.20376382885,3371659.3956343117,844116.9707686183,1262671.022002823,1746864.4288258895,469279.0740721351,889830.3265229476,503505.318837928,724115.4732025205,788489.0310495571
2000-04-27,592612.7422835468,1344538.8368065013,294082.7200664563,3374041.847919852,843425.8433136978,1265541.10828667,1749277.6997650955,469063.5570828317,888653.5652771388,502202.4486742285,723079.3724754226,788505.7507768032
2000-04-28,592215.1193644606,1341715.1288801278,291188.2704763907,3363664.733032575,846901.7748062023,1264220.651435075,1752774.435782272,469537.94523758086,886457.7126888159,499671.3709511853,720679.0935579959,788563.898460828
2000-05-01,592303.6762457002,1342216.4761996092,289968.80970685085,3348260.733457298,848279.2783612404,1263320.770482694,1751574.0752884448,469619.4451787551,885284.3470713824,499482.01904871984,718846.1434681248,787151.0487063115
2000-05-02,594582.2380769368,1342807.8966478624,289170.59297159704,3339446.092066848,847344.9212249216,1266845.8028054824,1756995.9768677298,469529.37579340907,884719.9806956731,499513.2440211873,720253.5865201994,783942.8965064927
2000-05-03,596049.4950623754,1338221.8411762498,287480.3922397892,3334332.0912786783,846926.5213268367,1267255.3659709026,1765111.3116860122,468981.72927326255,886411.5835252107,498818.55992061103,718123.4502651074,781155.2723535176
2000-05-04,596310.0865836488,1335192.6300585263,284248.28744472144,3319329.055252344,840288.1733424034,1267431.6004930942,1756125.9561304569,467420.3984571357,881219.3569970422,498274.79630466056,713788.9020439539,780139.7537952171
2000-05-05,593194.8186845116,1333634.4166532794,281586.5215717056,3308146.7883283566,834570.6173413851,1269805.900881276,1747793.1908392373,466243.7764841796,870953.9081738348,496539.07748291845,709288.2925349178,776507.4071628705
2000-05-08,590010.1494802268,1329195.5395958822,279520.9914913607,3298329.4708962315,831044.9044154169,1273193.4340664176,1745394.4443090635,465201.39759960613,866774.7667921447,494908.47133096895,706183.065677213,775416.0571662574
2000-05-09,589971.187553993,1320348.4863337786,277581.8215596749,3292322.515583307,827892.1673087516,1275551.4423172737,1751223.5155448618,464426.70994112955,855801.109725819,493374.44227878714,704955.6777698252,770710.9170010296
2000-05-10,589603.0279130874,1310536.529019543,275212.27790888125,3306255.6165152346,826573.9853085977,1275828.2588438843,1765210.934592481,463909.60856505996,845744.4963200677,492479.2155204648,702496.9671689182,766379.6186697313
2000-05-11,589146.3564758422,1297690.614459051,274212.3096598741,3314606.254298163,821999.8268483238,1276816.8922696451,1771672.7765524532,462436.35083604243,843149.7371406477,492282.3618541853,702658.6917630978,757146.0829361955
2000-05-12,589553.1396335496,1285398.992548284,271282.8850566995,3304134.5961086918,817459.1109284413,1276092.5127458356,1776001.134824616,461054.149523215,841736.9018916056,492529.8847782547,699841.2334232955,752663.4467285593
2000-05-15,588685.8774868537,1281511.5268215835,269913.94619720505,3299577.992727794,817503.9582067123,1278561.607551827,1776013.2674042112,461829.2180305311,839926.9822169399,491082.36654226563,697807.0245595647,742498.2258058821
2000-05-16,586516.1106601025,1276269.156220118,268489.0892503111,3288330.0011520884,816148.6355998538,1274407.0580280174,1779203.808651583,461978.9795124354,839460.3408985442,490250.35934133653,695664.832190737,736984.2844836075
2000-05-17,585850.6775657176,1265891.3410140658,267774.6910184445,3282572.5708130645,812259.2430542121,1273318.2380814515,1779716.3939364539,461108.04540142644,838226.9254634046,491006.4220150649,692334.0729061619,727736.5367358598
2000-05-18,583966.3381809039,1254803.105297903,267114.61165336514,3275161.2679898925,806063.5846567486,1278525.8754879117,1773064.7025757488,459420.34353807237,837421.7090851367,491401.1013473492,690183.0384407714,721323.2806226036
2000-05-19,583573.9329419413,1243292.8608000537,265372.4291136826,3280950.9449022943,801166.0420500351,1276174.0137771533,1774162.6369432334,456833.6821448329,834517.9721787681,490031.5611919127,689964.5628121719,717902.8118938016
2000-05-22,584191.9188897079,1238450.9222927042,264534.93216618564,3293726.2942561572,797849.4474662469,1276178.8872957919,1792508.48695125,455130.97834518965,831419.609104725,490023.3693976394,689719.3395028405,713405.0825276512
2000-05-23,584590.6175427227,1233316.3029085563,263026.8108079377,3286594.504298906,794186.2762642727,1278178.8287355865,1795798.786508282,454866.70890450064,829379.4208760412,489717.3497428279,688459.2520768025,704427.3047498735
2000-05-24,585495.2558998946,1229930.3331585282,261939.55668899056,3298403.7997525805,795292.304365864,1272606.4880321939,1808326.1118974392,455862.05436081876,828147.9588175336,490513.4091311361,690127.017455668,697235.9931375092
2000-05-25,587221.3442262065,1223116.9615238428,261291.84342831434,3303805.684090858,794906.8840816155,1270952.4922338745,1810970.6804044556,456573.9621659279,825657.9981609063,490273.03544966993,687859.4435952506,691727.0237285398
2000-05-26,586079.9563211822,1215927.3873921458,260110.89104736198,3282660.9804665474,791603.6226394102,1267158.5522684494,1800201.3657046626,454570.89321107324,822688.8764394652,487680.97578902415,684631.9730538176,688769.2734971053
2000-05-30,584146.7266358654,1211417.3081354941,258448.968921633,3282587.2508650133,789590.4523285438,1260011.0647358296,1797981.774523005,450937.87317817693,818394.3102457611,485401.6988319974,684981.9478414344,676508.5925153717
2000-05-31,583779.7008011413,1202126.3204934767,257122.06198501514,3273888.509321532,787774.167694421,1254029.5973523366,1785267.0389690527,449070.4979105048,814638.5434710289,484202.8592138695,682039.3479916754,668936.6680460788
2000-06-01,582927.1277245518,1190838.5543678678,256267.1727041999,3287092.7582395216,787181.8860165722,1243771.596067618,1791418.8048981852,450126.7410223444,813175.4059736056,482705.10888454074,680878.6635524025,664771.546909905
2000-06-02,582981.9999661313,1181984.9299761383,255804.89095816817,3301623.52375231,784468.0614010517,1243852.8331598148,1802460.8045454514,451432.0275227643,811852.1459557448,482515.24670345435,679256.5113614531,661493.3931922775
2000-06-05,581777.2682662889,1173608.9107387334,254027.23222800944,3298493.5320112836,782964.4813864207,1245505.8656162033,1795742.1254128555,451231.3790173803,808300.5543262165,479947.770728778,674922.5458423585,660704.8639989238
2000-06-06,561477.2026753143,1163750.0733681943,251356.52083394665,3291300.794024511,785023.3327446431,1236220.8393036271,1786322.4045081565,450015.03213535046,800100.1370535464,476298.12607743085,670406.5700030553,656927.5724795269
2000-06-07,550442.0205811982,1152471.1442718268,249098.1064208563,3283590.4537296654,799693.9964512365,1223093.4396386952,1762983.9366470051,448104.7615134405,795217.8381102012,473573.2125616395,667744.9186374039,648188.872125037
2000-06-08,551120.4048237841,1142745.1297991956,248324.3712196595,3276462.233587746,798388.8174067474,1218286.490046345,1746457.5995057514,445349.4722481797,790976.252843616,472140.0463377839,665212.9503834356,643946.4744642182
2000-06-09,545998.1561465354,1137258.6007554883,245878.13977452405,3259311.5629761135,799134.6375535254,1211087.0700197483,1717759.5006922192,442058.53749143874,785241.0394159026,469803.373497748,661766.3021408052,641315.5104801842
2000-06-12,542980.2891650321,1136105.386218971,244308.11386547377,3251427.292245546,800106.326539962,1210004.1254341663,1687459.3926354612,439236.94078081375,780499.1772517466,468536.39707836654,658318.8766318576,640411.5207761945
2000-06-13,543029.891255413,1121955.3753973534,243032.30233304185,3242312.2194486293,800456.9764224341,1208833.7276534918,1670175.979407948,436903.2449753357,777464.0599599922,467486.5255980478,654802.7559133947,639021.5514835936
2000-06-14,538550.0674693297,1111977.4107272548,240610.81714140423,3223111.495645295,796132.0463013129,1208970.7252222486,1654923.7863397535,432703.1239582631,770350.2733567319,463981.4393612543,652359.5739812918,633236.9394906483
2000-06-15,531764.532395085,1099842.624405375,237370.31008673052,3205151.5920634903,783251.1918432182,1203501.1698778253,1630704.4925576227,427774.18776259106,763601.0367699248,459972.5886180674,649137.8779565693,625231.476759747
2000-06-16,529261.9849484551,1096607.0228958616,235980.24541888805,3202237.428002258,777307.334238398,1203250.735592111,1624967.9517614625,428611.78265239886,758157.204713629,458678.64973305,648281.436146338,622746.7324916695
2000-06-19,528018.1130792134,1094804.6490950538,234929.7487439394,3206646.257939671,775683.83534211,1202022.4058545658,1613046.06970278,430147.2628322122,755902.6806541177,459891.2789239133,648992.9440317663,619608.2404281774
2000-06-20,527903.9803503285,1083091.604704416,234706.71351358708,3205319.448976879,774821.5822053484,1198424.9530051283,1605946.4966116203,427942.93558583094,752145.8160203586,463677.3369735191,649307.3105336064,616436.9981655065
2000-06-21,526229.5018613008,1081270.3950716616,234865.05824079565,3206088.7392581147,771498.5285377961,1196253.5753577922,1586356.2418893783,426329.5812473773,749059.103293187,464868.51684188924,657773.5420973644,610958.4863203281
2000-06-22,524586.0919701818,1077571.8302575778,234063.33878356582,3203969.5165703828,771610.0330651512,1192904.262150281,1582255.6409987807,422209.0979207259,755354.3880914217,465138.1693230939,658497.5540273861,609045.2596242442
2000-06-23,523963.0382081873,1071953.5328498618,233193.2307867806,3191851.767621006,772861.7192168374,1187805.3567645045,1594911.3441012339,417566.44522008166,756005.6333021497,464791.550075819,659163.0230226972,605942.4320424693
2000-06-26,524317.476610389,1072347.6975339158,232338.31665210135,3188500.5298256148,773741.4817228499,1185999.2376322777,1591788.041070931,415711.94502388657,760014.5280461321,466254.87597107247,659883.1260977505,605184.6997487721
2000-06-27,525694.9413005809,1071486.654444338,232840.47423128661,3188945.6486493917,776553.6704501488,1184848.4182829757,1596608.9672499048,413599.61849796964,759553.353924387,469934.77817780885,663195.17866637,605125.3689894413
2000-06-28,524963.4956301717,1069914.2230653905,233335.35959283865,3182705.8127787467,777095.9138707564,1172636.2980328554,1585433.3559087499,412501.69501885865,759236.9626304957,472631.01258043596,666386.9805392431,614286.7679824192
2000-06-29,523826.89058435935,1071091.8821252675,234634.7408931616,3166696.690987392,772418.7044944977,1159200.992139101,1580304.18951465,409487.1498418135,751589.5835361601,473124.6613490607,666847.6202387335,615678.6022979378
2000-06-30,526678.4202139889,1076418.2332053804,238101.63650215295,3154749.3099753037,770842.3134251472,1158194.7627062146,1549818.8006478068,408678.68264269753,751950.0744771301,476408.80666000315,680514.5930875221,617135.2809546164
2000-07-03,523447.14021884894,1064679.245635807,235727.39736680273,3108060.89245833,762661.1571007859,1147076.8042858106,1510007.0374992038,402787.89475041174,743782.0102012723,473085.3280728428,678067.8644861674,610085.8568051923
2000-07-05,516536.298297364,1051268.637994116,234168.7810174456,3066785.950642472,752656.7924038464,1138689.5852994833,1457870.3100572734,397393.9736732089,734878.5396392583,470508.64968703897,675492.4596552496,607244.5261888618
2000-07-06,517616.0081594509,1044377.4692720559,234493.63067298313,3047207.7933367337,756064.1543750799,1141077.1823703016,1437748.003899444,390956.0215967335,731722.6158151833,471177.74479771405,672462.8564806464,605859.7439952824
2000-07-07,520439.1059288901,1041637.6487877436,233653.76547945937,3039829.2925814805,759169.6159077322,1136738.1479525738,1405766.8522699676,388866.74434304255,727487.1378846328,471815.0772610161,671032.368222165,603781.0472534279
2000-07-10,523068.6791789552,1037797.7390575106,233013.00269286326,3027219.1925236895,762166.5988346945,1135477.1393088524,1396244.3022459177,387107.4340169704,722916.4833221228,472840.1679575824,669834.8356746633,601740.8763132569
2000-07-11,525235.4807228879,1040169.7279200907,234970.01601072316,3025995.4669962525,764834.249201194,1139597.9885152015,1392734.7373241573,385436.1765779282,724485.1784136409,474648.96137263824,671484.9408409955,599908.1164857603
2000-07-12,524916.2626766243,1040867.4305376979,234986.70800921283,3011922.899957962,766429.0124074335,1136659.9664474002,1396010.6287422215,385570.5045434744,723342.5997447463,475479.4170417141,669415.8361122395,598015.3760877567
2000-07-13,520122.0461876985,1040997.0998644028,233540.49592746396,2987204.3291054647,763853.3529079161,1132726.7029957972,1389600.1012730857,381957.52304514253,722244.6854433233,474254.4782117506,667359.4515773385,596239.5604803623
2000-07-14,517926.2087199201,1039631.8172086527,232104.23083644029,2958284.6353041623,760292.5668323166,1127689.9434163244,1384850.6522737758,379900.49957741523,722257.5225168499,472665.08554724144,666168.7144510497,592541.6490350824
2000-07-17,512722.1307743787,1036043.9529670171,230084.027034755,2922942.7738602543,753467.9296342364,1123498.3790144953,1352357.9147105138,375275.5927229264,719029.5073221681,469142.88916659576,661875.2016074714,591325.5062005186
2000-07-18,509100.16822790046,1035042.7629833799,227992.29668006167,2895167.100230911,748127.033812337,1116465.6468174185,1322106.7721179214,372350.23701033264,715725.4711078297,467662.91266488394,658617.9659453406,590046.5624215747
