date,BASIC INDUSTRIES MOVE-AVG,HEALTH CARE MOVE-AVG,CONSUMER DURABLES MOVE-AVG,TECHNOLOGY MOVE-AVG,CONSUMER SERVICES MOVE-AVG,ENERGY MOVE-AVG,MISCELLANEOUS MOVE-AVG,FINANCE MOVE-AVG,CONSUMER NON-DURABLES MOVE-AVG,CAPITAL GOODS MOVE-AVG,PUBLIC UTILITIES MOVE-AVG,TRANSPORTATION MOVE-AVG
2005-08-15,914317.2220791518,904140.161024623,436528.91529578523,2830222.952277874,972785.0583953824,1802855.5444611781,1134906.574188301,428636.8639625445,959222.8550999172,694699.4517977771,855870.8591646578,880930.4701311759
2005-08-16,910840.6616237342,902518.7208136993,435859.51125123777,2826539.5213334034,975360.4797098669,1797285.2992210318,1134579.673217496,428045.5183389334,955797.3514819659,694278.2702166099,855529.4732169454,879341.7074982402
2005-08-17,905423.267606538,898850.0283999768,433555.3476997248,2813071.2783437334,970777.1449363001,1799305.7103223724,1128283.1493278053,425377.1403799042,950738.8140149798,688817.464884376,851107.5181922194,872535.5585360912
2005-08-18,906125.3890234028,898816.8052064109,431152.37799740996,2803315.185133569,962604.2811612333,1805854.2402774459,1127903.1341988372,425179.88966834405,952583.0068076304,687077.2250628206,849700.6747862719,872539.836437728
2005-08-19,906636.1664767291,899275.2573697495,426429.7454398926,2798490.1679043896,960549.9025111431,1808098.76261041,1122799.0824343814,424556.11096644663,954091.7953230365,686536.6776459904,847843.5943629914,868785.5124859252
2005-08-22,905480.4195985616,901141.3656872098,423895.22491280065,2781102.1156671476,958361.6737977772,1809107.6738035572,1119991.4515815622,423434.4986844837,953732.4304992756,683362.9596791446,845050.8717624751,865884.133875873
2005-08-23,905612.2070768462,901999.1436774913,425779.96523878863,2766409.1996201086,956070.6598253801,1811437.714142189,1117157.8392185613,423257.7445275324,956020.1343082729,681326.4376354605,843832.059337258,863102.781766296
2005-08-24,906746.4718915501,903760.0011261826,424123.7662510701,2772341.6268907883,957400.1030471949,1813067.8244577236,1110604.0362455202,424166.5871669578,959412.3145136884,681954.1565556844,844641.6810780115,862682.1162754083
2005-08-25,905019.9107980608,902386.8391579286,423984.468860903,2759138.5524084875,956335.9769691261,1815407.8514323116,1102296.6267713138,423468.16242870974,959909.6848050886,680217.6199580258,844712.5386877221,862167.7077698677
2005-08-26,905167.1224604385,902349.2012435927,424412.36168325815,2759537.522590623,959222.1338596086,1819770.8646181782,1102448.0789682544,424811.5416959647,963259.2215823551,681425.1854546216,846390.7307996416,865958.4343347074
2005-08-29,903141.3987692413,897626.019000216,422700.7421065386,2743503.806096856,954910.0146018649,1821385.7510837058,1094631.788541667,423475.45091590757,957827.9424040171,678474.3767467203,836646.4520021129,861684.7801350821
2005-08-30,902609.3149474818,898351.2462304696,422077.25673601474,2732681.6430472815,956367.5298023997,1834534.4389902437,1086734.313572192,422882.9014276886,957142.5991636668,677115.2555864671,831522.9359158773,860977.4919367839
2005-08-31,903260.9835598732,900627.9813550423,422883.68146199116,2733503.871696372,959254.7166976776,1865848.9683227323,1090247.8730960016,424053.36512464395,960169.3296568592,679426.7200824304,831370.6481895928,865307.4970958141
2005-09-01,908955.9828180821,902115.8926409193,423502.04260046955,2720706.8403118867,965012.3563472076,1894194.6037817176,1087026.3564598598,425053.2589863625,962393.2386113651,682023.845558957,833501.9382979665,869989.541051858
2005-09-02,909469.5011331004,899147.6675107349,422116.4966143015,2702745.515161938,966318.3308036843,1906293.6075094712,1075834.2398445527,424341.2640259219,960205.8464331197,681712.8055334223,832984.4340055151,871524.9094849456
2005-09-06,908919.1454147447,901488.2465446185,421102.74132730457,2691623.5452369596,966357.4880790767,1915699.5832301883,1068497.314946121,423943.03584254516,957480.743411879,682770.216785846,831519.3282849804,869960.4728272636
2005-09-07,910057.2670001563,904559.1863892303,420388.9261518295,2697572.498843749,968825.2537638716,1921544.39023947,1065378.8213709132,424745.80963252456,958962.9040373233,682735.1222247307,834141.3521368714,866015.1826599146
2005-09-08,909190.3253480692,904569.8857548785,418808.4172300998,2697504.016187094,971226.5655696235,1921953.1610696577,1068654.5946650144,425541.16860481404,962193.6299943727,682118.7772785097,834121.5491688941,858470.4428352636
