,adj_close,Date
84,47.9389038085938,2013-05-03
85,49.08202743530271,2013-05-06
86,48.8636245727539,2013-05-07
87,49.4154930114746,2013-05-08
88,51.0102195739746,2013-05-09
89,50.585845947265604,2013-05-10
90,50.783519744873,2013-05-13
91,49.56848526000979,2013-05-14
92,47.8922271728516,2013-05-15
93,48.532135009765604,2013-05-16
94,48.384708404540994,2013-05-17
95,49.4646224975586,2013-05-20
96,49.099430084228494,2013-05-21
97,49.2881660461426,2013-05-22
98,49.3764038085938,2013-05-23
99,49.7125396728516,2013-05-24
100,49.298221588134794,2013-05-28
101,49.6902046203613,2013-05-29
102,50.4306106567383,2013-05-30
103,50.224025726318395,2013-05-31
104,50.3345832824707,2013-06-03
105,50.1771125793457,2013-06-04
106,49.708072662353494,2013-06-05
107,48.9654312133789,2013-06-06
108,49.3395500183105,2013-06-07
109,49.0134506225586,2013-06-10
110,48.86938858032229,2013-06-11
111,48.26522064208979,2013-06-12
112,48.6862297058105,2013-06-13
113,48.0262336730957,2013-06-14
114,48.2439994812012,2013-06-17
115,48.218318939209006,2013-06-18
116,47.2389106750488,2013-06-19
117,46.550998687744105,2013-06-20
118,46.1779937744141,2013-06-21
119,44.954036712646506,2013-06-24
120,44.9640769958496,2013-06-25
121,44.4548416137695,2013-06-26
122,43.97574615478521,2013-06-27
123,44.2828559875488,2013-06-28
124,45.700023651123,2013-07-01
125,46.735256195068395,2013-07-02
126,46.99324035644529,2013-07-03
127,46.6157646179199,2013-07-05
128,46.351100921630895,2013-07-08
129,47.1663208007812,2013-07-09
130,46.985416412353494,2013-07-10
131,47.718017578125,2013-07-11
132,47.63089752197271,2013-07-12
133,47.7347564697266,2013-07-15
134,48.0429878234863,2013-07-16
135,48.0552787780762,2013-07-17
136,48.2172050476074,2013-07-18
137,47.4566841125488,2013-07-19
138,47.60856628417971,2013-07-22
139,46.7911033630371,2013-07-23
140,49.194362640380895,2013-07-24
141,48.96988677978521,2013-07-25
142,49.2479667663574,2013-07-26
143,50.0073661804199,2013-07-29
144,50.6249389648438,2013-07-30
145,50.53670501708979,2013-07-31
146,51.0001564025879,2013-08-01
147,51.65458679199221,2013-08-02
148,52.42626953125,2013-08-05
149,51.9572143554688,2013-08-06
150,51.9270706176758,2013-08-07
151,53.9614067077637,2013-08-08
152,53.1935615539551,2013-08-09
153,54.7046890258789,2013-08-12
154,57.304370880127,2013-08-13
155,58.3496284484863,2013-08-14
156,58.280574798584006,2013-08-15
157,58.7979316711426,2013-08-16
158,59.431182861328104,2013-08-19
159,58.6504592895508,2013-08-20
160,58.8014450073242,2013-08-21
161,58.8716697692871,2013-08-22
162,58.644596099853494,2013-08-23
163,58.8728446960449,2013-08-26
164,57.189666748046896,2013-08-27
165,57.4600410461426,2013-08-28
166,57.55368423461911,2013-08-29
167,57.029300689697294,2013-08-30
168,57.1884841918945,2013-09-03
169,58.3718757629395,2013-09-04
170,57.9715461730957,2013-09-05
171,58.31684875488279,2013-09-06
172,59.2474174499512,2013-09-09
173,57.8978042602539,2013-09-10
174,54.7456398010254,2013-09-11
175,55.3285522460938,2013-09-12
176,54.4167366027832,2013-09-13
177,52.6867256164551,2013-09-16
178,53.2953910827637,2013-09-17
179,54.390983581543,2013-09-18
180,55.2829093933105,2013-09-19
181,54.7105369567871,2013-09-20
182,57.4296264648438,2013-09-23
183,57.249359130859396,2013-09-24
184,56.36328125,2013-09-25
185,56.9122428894043,2013-09-26
186,56.5060958862305,2013-09-27
187,55.8037910461426,2013-09-30
188,57.1159172058105,2013-10-01
189,57.30319595336911,2013-10-02
190,56.5833396911621,2013-10-03
191,56.5388603210449,2013-10-04
192,57.091335296630895,2013-10-07
193,56.294216156005895,2013-10-08
194,56.95556259155271,2013-10-09
195,57.312564849853494,2013-10-10
196,57.6836090087891,2013-10-11
197,58.0616874694824,2013-10-14
198,58.37070083618161,2013-10-15
199,58.6551399230957,2013-10-16
200,59.051937103271506,2013-10-17
201,59.565788269043,2013-10-18
202,61.0254096984863,2013-10-21
203,60.85099029541021,2013-10-22
204,61.4467849731445,2013-10-23
205,62.260284423828104,2013-10-24
206,61.563846588134794,2013-10-25
207,62.0226707458496,2013-10-28
208,60.4776077270508,2013-10-29
209,61.439769744873,2013-10-30
210,61.1822395324707,2013-10-31
211,60.8697395324707,2013-11-01
212,61.6563110351562,2013-11-04
213,61.504150390625,2013-11-05
214,63.5563163757324,2013-11-06
215,62.527793884277294,2013-11-07
216,63.5123901367188,2013-11-08
217,63.328151702880895,2013-11-11
218,63.445281982421896,2013-11-12
219,63.52095031738279,2013-11-13
220,64.43966674804689,2013-11-14
221,64.05288696289061,2013-11-15
222,63.2769241333008,2013-11-18
223,63.3891677856445,2013-11-19
224,62.83402252197271,2013-11-20
225,63.5831527709961,2013-11-21
226,63.4196701049805,2013-11-22
227,63.900360107421896,2013-11-25
228,65.0789642333984,2013-11-26
229,66.6113815307617,2013-11-27
230,67.84487915039061,2013-11-29
231,67.2543792724609,2013-12-02
232,69.095458984375,2013-12-03
233,68.9344100952148,2013-12-04
234,69.2882461547852,2013-12-05
235,68.32680511474611,2013-12-06
236,69.1088790893555,2013-12-09
237,69.00152587890621,2013-12-10
238,68.4902801513672,2013-12-11
239,68.390251159668,2013-12-12
240,67.64479827880861,2013-12-13
241,68.0193710327148,2013-12-16
242,67.7131271362305,2013-12-17
243,67.1982421875,2013-12-18
244,66.42837524414061,2013-12-19
245,66.9847259521484,2013-12-20
246,69.555419921875,2013-12-23
247,69.26016235351561,2013-12-24
248,68.80019378662111,2013-12-26
249,68.33535003662111,2013-12-27
250,67.6557693481445,2013-12-30
251,68.44882965087889,2013-12-31
252,67.48617553710939,2014-01-02
253,66.003776550293,2014-01-03
254,66.3637008666992,2014-01-06
255,65.8891143798828,2014-01-07
256,66.3063812255859,2014-01-08
257,65.4596405029297,2014-01-09
258,65.022834777832,2014-01-10
259,65.3632431030273,2014-01-13
260,66.6638565063477,2014-01-14
261,68.0022659301758,2014-01-15
262,67.6228179931641,2014-01-16
263,65.96596527099611,2014-01-17
264,66.99082183837889,2014-01-21
265,67.2885208129883,2014-01-22
266,67.8583145141602,2014-01-23
267,66.6248016357422,2014-01-24
268,67.16531372070311,2014-01-27
269,61.7969627380371,2014-01-28
270,61.0954170227051,2014-01-29
271,60.9770622253418,2014-01-30
272,61.07710266113279,2014-01-31
273,61.1905670166016,2014-02-03
274,62.0763626098633,2014-02-04
275,62.539981842040994,2014-02-05
276,65.2478713989258,2014-02-06
277,66.1606979370117,2014-02-07
278,67.34597015380861,2014-02-10
279,68.23329925537111,2014-02-11
280,68.2282333374023,2014-02-12
281,69.31162261962889,2014-02-13
282,69.2556228637695,2014-02-14
283,69.51023101806639,2014-02-18
284,68.41281890869139,2014-02-19
285,67.62094879150389,2014-02-20
286,66.86981201171879,2014-02-21
287,67.1626358032227,2014-02-24
288,66.4636917114258,2014-02-25
289,65.8640594482422,2014-02-26
290,67.1779098510742,2014-02-27
291,66.99582672119139,2014-02-28
292,67.1893692016602,2014-03-03
293,67.6323928833008,2014-03-04
294,67.77499389648439,2014-03-05
295,67.5700302124023,2014-03-06
296,67.53054809570311,2014-03-07
297,67.59165191650389,2014-03-10
298,68.24984741210939,2014-03-11
299,68.3160552978516,2014-03-12
300,67.5572891235352,2014-03-13
301,66.79852294921879,2014-03-14
302,67.05950927734379,2014-03-17
303,67.6527786254883,2014-03-18
304,67.6349639892578,2014-03-19
305,67.3090362548828,2014-03-20
306,67.83990478515621,2014-03-21
307,68.6445236206055,2014-03-24
308,69.3829193115234,2014-03-25
309,68.71962738037111,2014-03-26
310,68.4242630004883,2014-03-27
311,68.3478927612305,2014-03-28
312,68.3326034545898,2014-03-31
313,68.95770263671879,2014-04-01
314,69.07228851318361,2014-04-02
315,68.5936126708984,2014-04-03
316,67.7062606811523,2014-04-04
317,66.64321136474611,2014-04-07
318,66.63937377929689,2014-04-08
319,67.5152740478516,2014-04-09
320,66.6444778442383,2014-04-10
321,66.1517868041992,2014-04-11
322,66.4153213500977,2014-04-14
323,65.9417190551758,2014-04-15
324,66.0754013061523,2014-04-16
325,66.83034515380861,2014-04-17
326,67.6234893798828,2014-04-21
327,67.6909561157227,2014-04-22
328,66.8061599731445,2014-04-23
329,72.2830581665039,2014-04-24
330,72.8139266967773,2014-04-25
331,75.6338577270508,2014-04-28
332,75.409797668457,2014-04-29
333,75.124626159668,2014-04-30
334,75.3015823364258,2014-05-01
335,75.4416275024414,2014-05-02
336,76.50848388671879,2014-05-05
337,75.6746063232422,2014-05-06
338,75.409797668457,2014-05-07
339,77.88548278808591,2014-05-08
340,77.5609588623047,2014-05-09
341,78.5265884399414,2014-05-12
342,78.649787902832,2014-05-13
343,78.6643447875977,2014-05-14
344,77.9954376220703,2014-05-15
345,79.1465148925781,2014-05-16
346,80.0843200683594,2014-05-19
347,80.100212097168,2014-05-20
348,80.3121643066406,2014-05-21
349,80.4393310546875,2014-05-22
350,81.3479995727539,2014-05-23
351,82.8713150024414,2014-05-27
352,82.6567306518555,2014-05-28
353,84.1627960205078,2014-05-29
354,83.8475341796875,2014-05-30
355,83.2713394165039,2014-06-02
356,84.44891357421879,2014-06-03
357,85.4132080078125,2014-06-04
358,85.7483367919922,2014-06-05
359,85.512580871582,2014-06-06
360,86.8808822631836,2014-06-09
361,87.3908538818359,2014-06-10
362,87.0292510986328,2014-06-11
363,85.5734939575195,2014-06-12
364,84.6369857788086,2014-06-13
365,85.4900436401367,2014-06-16
366,85.378776550293,2014-06-17
367,85.4715118408203,2014-06-18
368,85.1747970581055,2014-06-19
369,84.29393005371091,2014-06-20
370,84.2197494506836,2014-06-23
371,83.7098007202148,2014-06-24
372,83.783935546875,2014-06-25
373,84.2846755981445,2014-06-26
374,85.2860565185547,2014-06-27
375,86.1669387817383,2014-06-30
376,86.71398162841801,2014-07-01
377,86.67688751220699,2014-07-02
378,87.1868743896484,2014-07-03
379,88.98568725585942,2014-07-07
380,88.4108047485352,2014-07-08
381,88.4478912353516,2014-07-09
382,88.1233596801758,2014-07-10
383,88.2902603149414,2014-07-11
384,89.4307479858398,2014-07-14
385,88.3830032348633,2014-07-15
386,87.88229370117192,2014-07-16
387,86.31527709960942,2014-07-17
388,87.5577545166016,2014-07-18
389,87.1034393310547,2014-07-21
390,87.82665252685551,2014-07-22
391,90.1168899536133,2014-07-23
392,89.9685440063477,2014-07-24
393,90.5619583129883,2014-07-25
394,91.81371307373051,2014-07-28
395,91.2202987670898,2014-07-29
396,91.00701904296879,2014-07-30
397,88.64260864257808,2014-07-31
398,89.134033203125,2014-08-01
399,88.63333129882808,2014-08-04
400,88.19754028320308,2014-08-05
401,88.04920196533199,2014-08-06
402,88.0398712158203,2014-08-07
403,88.28213500976558,2014-08-08
404,89.4469528198242,2014-08-11
405,89.42831420898442,2014-08-12
406,90.6117401123047,2014-08-13
407,90.85400390625,2014-08-14
408,91.3013076782227,2014-08-15
409,92.40087127685551,2014-08-18
410,93.6774749755859,2014-08-19
411,93.7147598266602,2014-08-20
412,93.7240676879883,2014-08-21
413,94.41363525390621,2014-08-22
414,94.6186370849609,2014-08-25
415,94.012939453125,2014-08-26
416,95.1684112548828,2014-08-27
417,95.2802505493164,2014-08-28
418,95.51317596435551,2014-08-29
419,96.25865936279301,2014-09-02
420,92.1958541870117,2014-09-03
421,91.43175506591801,2014-09-04
422,92.2238082885742,2014-09-05
423,91.6553955078125,2014-09-08
424,91.3106155395508,2014-09-09
425,94.11544799804692,2014-09-10
426,94.5161285400391,2014-09-11
427,94.73046112060551,2014-09-12
428,94.7024765014648,2014-09-15
429,93.98497772216801,2014-09-16
430,94.6559219360352,2014-09-17
431,94.8516006469727,2014-09-18
432,94.0781707763672,2014-09-19
433,94.1713485717773,2014-09-22
434,95.6436538696289,2014-09-23
435,94.8143157958984,2014-09-24
436,91.1988143920898,2014-09-25
437,93.8824691772461,2014-09-26
438,93.2860870361328,2014-09-29
439,93.8824691772461,2014-09-30
440,92.4195098876953,2014-10-01
441,93.0904159545898,2014-10-02
442,92.8295135498047,2014-10-03
443,92.8295135498047,2014-10-06
444,92.01880645751949,2014-10-07
445,93.9290924072266,2014-10-08
446,94.13406372070308,2014-10-09
447,93.86383056640621,2014-10-10
448,93.00656127929692,2014-10-13
449,92.01880645751949,2014-10-14
450,90.8912734985352,2014-10-15
451,89.6985244750977,2014-10-16
452,91.01242065429692,2014-10-17
453,92.95996856689449,2014-10-20
454,95.4852523803711,2014-10-21
455,95.9698028564453,2014-10-22
456,97.6843795776367,2014-10-23
457,98.0477981567383,2014-10-24
458,97.9452896118164,2014-10-27
459,99.46417236328121,2014-10-28
460,100.02328491210899,2014-10-29
461,99.68783569335942,2014-10-30
462,100.638282775879,2014-10-31
463,101.94286346435499,2014-11-03
464,101.197387695312,2014-11-04
465,101.439666748047,2014-11-05
466,101.729789733887,2014-11-06
467,102.019912719727,2014-11-07
468,101.851455688477,2014-11-10
469,102.665672302246,2014-11-11
470,104.11629486084,2014-11-12
471,105.585594177246,2014-11-13
472,106.85839080810499,2014-11-14
473,106.68057250976601,2014-11-17
474,108.065673828125,2014-11-18
475,107.31697082519501,2014-11-19
476,108.851806640625,2014-11-20
477,109.00155639648399,2014-11-21
478,111.02306365966801,2014-11-24
479,110.059097290039,2014-11-25
480,111.369316101074,2014-11-26
481,111.30380249023399,2014-11-28
482,107.69132995605499,2014-12-01
483,107.279541015625,2014-12-02
484,108.496192932129,2014-12-03
485,108.08438873291,2014-12-04
486,107.625816345215,2014-12-05
487,105.19253540039101,2014-12-08
488,106.80224609375,2014-12-09
489,104.77140808105499,2014-12-10
490,104.462562561035,2014-12-11
491,102.693748474121,2014-12-12
492,101.289939880371,2014-12-15
493,99.9048233032227,2014-12-16
494,102.394248962402,2014-12-17
495,105.426498413086,2014-12-18
496,104.612289428711,2014-12-19
497,105.69790649414101,2014-12-22
498,105.32356262207001,2014-12-23
499,104.82755279541,2014-12-24
500,106.68057250976601,2014-12-26
501,106.60572052002001,2014-12-29
502,105.30484008789101,2014-12-30
503,103.30206298828101,2014-12-31
504,102.31939697265601,2015-01-02
505,99.4368896484375,2015-01-05
506,99.4462509155273,2015-01-06
507,100.840713500977,2015-01-07
508,104.71525573730499,2015-01-08
509,104.82755279541,2015-01-09
510,102.244522094727,2015-01-12
511,103.152313232422,2015-01-13
512,102.759262084961,2015-01-14
513,99.9703369140625,2015-01-15
514,99.1935577392578,2015-01-16
515,101.74851226806601,2015-01-20
516,102.525291442871,2015-01-21
517,105.19253540039101,2015-01-22
518,105.73534393310499,2015-01-23
519,105.84764862060499,2015-01-26
520,102.141586303711,2015-01-27
521,107.91593170166,2015-01-28
522,111.275741577148,2015-01-29
523,109.647323608398,2015-01-30
524,111.02306365966801,2015-02-02
525,111.04177093505899,2015-02-03
526,111.89340209960899,2015-02-04
527,112.69204711914101,2015-02-05
528,111.74308776855499,2015-02-06
529,112.4853515625,2015-02-09
530,114.64635467529301,2015-02-10
531,117.333511352539,2015-02-11
532,118.81803894042999,2015-02-12
533,119.400588989258,2015-02-13
534,120.105262756348,2015-02-17
535,120.94149017334,2015-02-18
536,120.687782287598,2015-02-19
537,121.67432403564501,2015-02-20
538,124.96282958984399,2015-02-23
539,124.18297576904301,2015-02-24
540,121.00723266601601,2015-02-25
541,122.538734436035,2015-02-26
542,120.69718170166,2015-02-27
543,121.289131164551,2015-03-02
544,121.54280090332001,2015-03-03
545,120.77234649658199,2015-03-04
546,118.77108001709,2015-03-05
547,118.949584960938,2015-03-06
548,119.45697021484399,2015-03-09
549,116.985885620117,2015-03-10
550,114.853057861328,2015-03-11
551,116.929496765137,2015-03-12
552,116.121482849121,2015-03-13
553,117.39928436279301,2015-03-16
554,119.362991333008,2015-03-17
555,120.706596374512,2015-03-18
556,119.795204162598,2015-03-19
557,118.291885375977,2015-03-20
558,119.522735595703,2015-03-23
559,119.03415679931601,2015-03-24
560,115.92416381835899,2015-03-25
561,116.73220062255899,2015-03-26
562,115.802032470703,2015-03-27
563,118.733505249023,2015-03-30
564,116.91070556640601,2015-03-31
565,116.741592407227,2015-04-01
566,117.746932983398,2015-04-02
567,119.654258728027,2015-04-06
568,118.395248413086,2015-04-07
569,118.010009765625,2015-04-08
570,118.912002563477,2015-04-09
571,119.41937255859399,2015-04-10
572,119.18448638916,2015-04-13
573,118.667724609375,2015-04-14
574,119.11871337890601,2015-04-15
575,118.545570373535,2015-04-16
576,117.211380004883,2015-04-17
577,119.88915252685499,2015-04-20
578,119.240867614746,2015-04-21
579,120.847511291504,2015-04-22
580,121.83407592773399,2015-04-23
581,122.40720367431601,2015-04-24
582,124.633964538574,2015-04-27
583,122.67029571533199,2015-04-28
584,120.866317749023,2015-04-29
585,117.587211608887,2015-04-30
586,121.15758514404301,2015-05-01
587,120.92268371582001,2015-05-04
588,118.197944641113,2015-05-05
589,117.455665588379,2015-05-06
590,118.182167053223,2015-05-07
591,120.40882110595699,2015-05-08
592,119.18225860595699,2015-05-11
593,118.757690429688,2015-05-12
594,118.889785766602,2015-05-13
595,121.66365814209,2015-05-14
596,121.49383544921899,2015-05-15
597,122.833602905273,2015-05-18
598,122.72038269042999,2015-05-19
599,122.71092987060499,2015-05-20
600,123.965789794922,2015-05-21
601,125.050819396973,2015-05-22
602,122.295799255371,2015-05-26
603,124.579063415527,2015-05-27
604,124.333740234375,2015-05-28
605,122.918510437012,2015-05-29
606,123.16381072997999,2015-06-01
607,122.616600036621,2015-06-02
608,122.767539978027,2015-06-03
609,122.050491333008,2015-06-04
610,121.380615234375,2015-06-05
611,120.578628540039,2015-06-08
612,120.220108032227,2015-06-09
613,121.597625732422,2015-06-10
614,121.324005126953,2015-06-11
615,119.984237670898,2015-06-12
616,119.74836730957001,2015-06-15
617,120.389938354492,2015-06-16
618,120.106895446777,2015-06-17
619,120.654121398926,2015-06-18
620,119.44644165039101,2015-06-19
621,120.399375915527,2015-06-22
622,119.852149963379,2015-06-23
623,120.871131896973,2015-06-24
624,120.29559326171899,2015-06-25
625,119.58797454834,2015-06-26
626,117.493423461914,2015-06-29
627,118.342559814453,2015-06-30
628,119.44644165039101,2015-07-01
629,119.29548645019501,2015-07-02
630,118.880355834961,2015-07-06
631,118.58786773681601,2015-07-07
632,115.644165039062,2015-07-08
633,113.285415649414,2015-07-09
634,116.31404113769501,2015-07-10
635,118.55956268310499,2015-07-13
636,118.512382507324,2015-07-14
637,119.654014587402,2015-07-15
638,121.24852752685499,2015-07-16
639,122.295799255371,2015-07-17
640,124.607368469238,2015-07-20
641,123.361961364746,2015-07-21
642,118.144432067871,2015-07-22
643,118.08780670166,2015-07-23
644,117.46509552002001,2015-07-24
645,115.832847595215,2015-07-27
646,116.408378601074,2015-07-28
647,116.040428161621,2015-07-29
648,115.455459594727,2015-07-30
649,114.445922851562,2015-07-31
650,111.747543334961,2015-08-03
651,108.162246704102,2015-08-04
652,108.87930297851601,2015-08-05
653,109.11623382568399,2015-08-06
654,109.485870361328,2015-08-07
655,113.466499328613,2015-08-10
656,107.561904907227,2015-08-11
657,109.220497131348,2015-08-12
658,109.13519287109399,2015-08-13
659,109.90289306640601,2015-08-14
660,111.040214538574,2015-08-17
661,110.41468048095699,2015-08-18
662,109.00251770019501,2015-08-19
663,106.76579284667999,2015-08-20
664,100.23568725585899,2015-08-21
665,97.7335968017578,2015-08-24
666,98.3212051391602,2015-08-25
667,103.960411071777,2015-08-26
668,107.021690368652,2015-08-27
669,107.372367858887,2015-08-28
670,106.870048522949,2015-08-31
671,102.093315124512,2015-09-01
672,106.47198486328101,2015-09-02
673,104.604881286621,2015-09-03
674,103.56233215332001,2015-09-04
675,106.443550109863,2015-09-08
676,104.39636993408199,2015-09-09
677,106.68996429443399,2015-09-10
678,108.244316101074,2015-09-11
679,109.286827087402,2015-09-14
680,110.20616912841801,2015-09-15
681,110.329376220703,2015-09-16
682,107.969444274902,2015-09-17
683,107.52400207519501,2015-09-18
684,109.19206237792999,2015-09-21
685,107.476608276367,2015-09-22
686,108.34855651855499,2015-09-23
687,108.993041992188,2015-09-24
688,108.71817779541,2015-09-25
689,106.566749572754,2015-09-28
690,103.363311767578,2015-09-29
691,104.53855133056601,2015-09-30
692,103.856147766113,2015-10-01
693,104.614356994629,2015-10-02
694,104.99346923828101,2015-10-05
695,105.495780944824,2015-10-06
696,104.99346923828101,2015-10-07
697,103.780326843262,2015-10-08
698,106.263465881348,2015-10-09
699,105.770629882812,2015-10-12
700,105.950698852539,2015-10-13
701,104.453231811523,2015-10-14
702,106.017059326172,2015-10-15
703,105.239891052246,2015-10-16
704,105.893852233887,2015-10-19
705,107.827285766602,2015-10-20
706,107.817802429199,2015-10-21
707,109.466918945312,2015-10-22
708,112.859916687012,2015-10-23
709,109.25841522216801,2015-10-26
710,108.566543579102,2015-10-27
711,113.039985656738,2015-10-28
712,114.234176635742,2015-10-29
713,113.25798034667999,2015-10-30
714,114.85022735595699,2015-11-02
715,116.16761016845699,2015-11-03
716,115.627395629883,2015-11-04
717,115.09436798095699,2015-11-05
718,115.22762298584,2015-11-06
719,114.76123809814501,2015-11-09
720,111.144302368164,2015-11-10
721,110.51611328125,2015-11-11
722,110.14488983154301,2015-11-12
723,106.927734375,2015-11-13
724,108.67908477783199,2015-11-16
725,108.212699890137,2015-11-17
726,111.63923645019501,2015-11-18
727,113.05744934082001,2015-11-19
728,113.55241394042999,2015-11-20
729,112.07708740234399,2015-11-23
730,113.15264892578101,2015-11-24
731,112.343605041504,2015-11-25
732,112.134208679199,2015-11-27
733,112.60059356689501,2015-11-30
734,111.686836242676,2015-12-01
735,110.677909851074,2015-12-02
736,109.649940490723,2015-12-03
737,113.29541015625,2015-12-04
738,112.581558227539,2015-12-07
739,112.533966064453,2015-12-08
740,110.049705505371,2015-12-09
741,110.573204040527,2015-12-10
742,107.72727203369101,2015-12-11
743,107.060997009277,2015-12-14
744,105.166854858398,2015-12-15
745,105.975898742676,2015-12-16
746,103.72960662841801,2015-12-17
747,100.921737670898,2015-12-18
748,102.159111022949,2015-12-21
749,102.063919067383,2015-12-22
750,103.37743377685499,2015-12-23
751,102.82537841796899,2015-12-24
752,101.673683166504,2015-12-28
753,103.50115966796899,2015-12-29
754,102.149589538574,2015-12-30
755,100.18883514404301,2015-12-31
756,100.274513244629,2016-01-04
757,97.7616806030273,2016-01-05
758,95.8485107421875,2016-01-06
759,91.8032760620117,2016-01-07
760,92.2886962890625,2016-01-08
761,93.78307342529301,2016-01-11
762,95.1441650390625,2016-01-12
763,92.69799041748051,2016-01-13
764,94.72537231445308,2016-01-14
765,92.4505157470703,2016-01-15
766,92.00316619873051,2016-01-19
767,92.1268997192383,2016-01-20
768,91.6604995727539,2016-01-21
769,96.5338363647461,2016-01-22
770,94.6492385864258,2016-01-25
771,95.1727294921875,2016-01-26
772,88.91925048828121,2016-01-27
773,89.55697631835942,2016-01-28
774,92.650390625,2016-01-29
775,91.78424072265621,2016-02-01
776,89.92819213867192,2016-02-02
777,91.70809936523442,2016-02-03
778,92.4449691772461,2016-02-04
779,89.9759292602539,2016-02-05
780,90.9233551025391,2016-02-08
781,90.9042129516602,2016-02-09
782,90.2151870727539,2016-02-10
783,89.6697158813477,2016-02-11
784,89.9472427368164,2016-02-12
785,92.48324584960942,2016-02-16
786,93.89959716796879,2016-02-17
787,92.1196060180664,2016-02-18
788,91.90904998779301,2016-02-19
789,92.71292114257808,2016-02-22
790,90.6171340942383,2016-02-23
791,91.9664688110352,2016-02-24
792,92.5980987548828,2016-02-25
793,92.74163818359379,2016-02-26
794,92.5311126708984,2016-02-29
795,96.20592498779301,2016-03-01
796,96.4164657592773,2016-03-02
797,97.1342086791992,2016-03-03
798,98.5792694091797,2016-03-04
799,97.4883041381836,2016-03-07
800,96.6844100952148,2016-03-08
801,96.7705535888672,2016-03-09
802,96.81838989257808,2016-03-10
803,97.8615264892578,2016-03-11
804,98.1103286743164,2016-03-14
805,100.08172607421899,2016-03-15
806,101.41195678710899,2016-03-16
807,101.24925994872999,2016-03-17
808,101.364082336426,2016-03-18
809,101.35451507568399,2016-03-21
810,102.129684448242,2016-03-22
811,101.56505584716801,2016-03-23
812,101.124839782715,2016-03-24
813,100.665496826172,2016-03-28
814,103.048385620117,2016-03-29
815,104.84752655029301,2016-03-30
816,104.302032470703,2016-03-31
817,105.259033203125,2016-04-01
818,106.34044647216801,2016-04-04
819,105.086776733398,2016-04-05
820,106.187309265137,2016-04-06
821,103.87139892578101,2016-04-07
822,103.98623657226601,2016-04-08
823,104.33073425292999,2016-04-11
824,105.68967437744101,2016-04-12
825,107.220863342285,2016-04-13
826,107.278266906738,2016-04-14
827,105.125053405762,2016-04-15
828,102.85699462890601,2016-04-18
829,102.31150054931601,2016-04-19
830,102.52204895019501,2016-04-20
831,101.41195678710899,2016-04-21
832,101.134422302246,2016-04-22
833,100.560218811035,2016-04-25
834,99.8616104125977,2016-04-26
835,93.6125030517578,2016-04-27
