,date,adj_close
0,2008-01-02 00:00:00,18.704624176025398
1,2008-01-03 00:00:00,18.713264465332
2,2008-01-04 00:00:00,17.284782409668
3,2008-01-07 00:00:00,17.0534248352051
4,2008-01-08 00:00:00,16.4399833679199
5,2008-01-09 00:00:00,17.2223834991455
6,2008-01-10 00:00:00,17.0899028778076
7,2008-01-11 00:00:00,16.578227996826197
8,2008-01-14 00:00:00,17.162864685058597
9,2008-01-15 00:00:00,16.2278251647949
10,2008-01-16 00:00:00,15.3254289627075
11,2008-01-17 00:00:00,15.445423126220698
12,2008-01-18 00:00:00,15.4905471801758
13,2008-01-22 00:00:00,14.941424369812
14,2008-01-23 00:00:00,13.3507089614868
15,2008-01-24 00:00:00,13.0175886154175
16,2008-01-25 00:00:00,12.480949401855499
17,2008-01-28 00:00:00,12.480949401855499
18,2008-01-29 00:00:00,12.627828598022498
19,2008-01-30 00:00:00,12.689266204834
20,2008-01-31 00:00:00,12.994546890258801
21,2008-02-01 00:00:00,12.8399877548218
22,2008-02-04 00:00:00,12.6383867263794
23,2008-02-05 00:00:00,12.4185476303101
24,2008-02-06 00:00:00,11.7119884490967
25,2008-02-07 00:00:00,11.6390295028687
26,2008-02-08 00:00:00,12.0460681915283
27,2008-02-11 00:00:00,12.427188873291
28,2008-02-12 00:00:00,11.986549377441401
29,2008-02-13 00:00:00,12.4223890304565
30,2008-02-14 00:00:00,12.2361507415771
31,2008-02-15 00:00:00,11.9644689559937
32,2008-02-19 00:00:00,11.729268074035597
33,2008-02-20 00:00:00,11.886707305908198
34,2008-02-21 00:00:00,11.667827606201199
35,2008-02-22 00:00:00,11.468150138855
36,2008-02-25 00:00:00,11.4950313568115
37,2008-02-26 00:00:00,11.4383907318115
38,2008-02-27 00:00:00,11.8041467666626
39,2008-02-28 00:00:00,12.4713478088379
40,2008-02-29 00:00:00,12.001910209655799
41,2008-03-03 00:00:00,11.6860694885254
42,2008-03-04 00:00:00,11.9635105133057
43,2008-03-05 00:00:00,11.951028823852502
44,2008-03-06 00:00:00,11.6092691421509
45,2008-03-07 00:00:00,11.7359886169434
46,2008-03-10 00:00:00,11.4902286529541
47,2008-03-11 00:00:00,12.225589752197301
48,2008-03-12 00:00:00,12.0988683700562
49,2008-03-13 00:00:00,12.282228469848599
50,2008-03-14 00:00:00,12.1545495986938
51,2008-03-17 00:00:00,12.1660671234131
52,2008-03-18 00:00:00,12.7507104873657
53,2008-03-19 00:00:00,12.448307991027804
54,2008-03-20 00:00:00,12.793908119201696
55,2008-03-24 00:00:00,13.3948707580566
56,2008-03-25 00:00:00,13.5340671539307
57,2008-03-26 00:00:00,13.9257478713989
58,2008-03-27 00:00:00,13.4639892578125
59,2008-03-28 00:00:00,13.7289505004883
60,2008-03-31 00:00:00,13.775988578796401
61,2008-04-01 00:00:00,14.3548669815063
62,2008-04-02 00:00:00,14.159028053283699
63,2008-04-03 00:00:00,14.5545473098755
64,2008-04-04 00:00:00,14.695665359497099
65,2008-04-07 00:00:00,14.965425491333
66,2008-04-08 00:00:00,14.672626495361301
67,2008-04-09 00:00:00,14.5382251739502
68,2008-04-10 00:00:00,14.836790084838901
69,2008-04-11 00:00:00,14.1254262924194
70,2008-04-14 00:00:00,14.1868677139282
71,2008-04-15 00:00:00,14.2444705963135
72,2008-04-16 00:00:00,14.755184173584
73,2008-04-17 00:00:00,14.831027030944801
74,2008-04-18 00:00:00,15.4598236083984
75,2008-04-21 00:00:00,16.1433429718018
76,2008-04-22 00:00:00,15.3791818618774
77,2008-04-23 00:00:00,15.637427330017099
78,2008-04-24 00:00:00,16.218225479126
79,2008-04-25 00:00:00,16.2940654754639
80,2008-04-28 00:00:00,16.535026550293
81,2008-04-29 00:00:00,16.8047847747803
82,2008-04-30 00:00:00,16.6991806030273
83,2008-05-01 00:00:00,17.2799854278564
84,2008-05-02 00:00:00,17.3702239990234
85,2008-05-05 00:00:00,17.734064102172898
86,2008-05-06 00:00:00,17.9193439483643
87,2008-05-07 00:00:00,17.5286235809326
88,2008-05-08 00:00:00,17.7657413482666
89,2008-05-09 00:00:00,17.6111888885498
90,2008-05-12 00:00:00,18.0633430480957
91,2008-05-13 00:00:00,18.2361450195312
92,2008-05-14 00:00:00,17.8809432983398
93,2008-05-15 00:00:00,18.214065551757802
94,2008-05-16 00:00:00,18.0115013122559
95,2008-05-19 00:00:00,17.6255836486816
96,2008-05-20 00:00:00,17.8463859558105
97,2008-05-21 00:00:00,17.106224060058597
98,2008-05-22 00:00:00,16.996780395507802
99,2008-05-23 00:00:00,17.3923034667969
