,date,adj_close
0,2013-01-02 00:00:00,56.118869781494105
1,2013-01-03 00:00:00,55.410530090332
2,2013-01-04 00:00:00,53.867073059082
3,2013-01-07 00:00:00,53.55020904541021
4,2013-01-08 00:00:00,53.6943359375
5,2013-01-09 00:00:00,52.85514068603521
6,2013-01-10 00:00:00,53.510345458984396
7,2013-01-11 00:00:00,53.1822319030762
8,2013-01-14 00:00:00,51.2861518859863
9,2013-01-15 00:00:00,49.6681060791016
10,2013-01-16 00:00:00,51.729763031005895
11,2013-01-17 00:00:00,51.381217956543
12,2013-01-18 00:00:00,51.107292175293
13,2013-01-22 00:00:00,51.59485244750979
14,2013-01-23 00:00:00,52.539306640625
15,2013-01-24 00:00:00,46.047664642334006
16,2013-01-25 00:00:00,44.9621429443359
17,2013-01-28 00:00:00,45.979190826415994
18,2013-01-29 00:00:00,46.8418655395508
19,2013-01-30 00:00:00,46.6946830749512
20,2013-01-31 00:00:00,46.557708740234396
21,2013-02-01 00:00:00,46.366569519043
22,2013-02-04 00:00:00,45.21154403686521
23,2013-02-05 00:00:00,46.7979202270508
24,2013-02-06 00:00:00,46.747833251953104
25,2013-02-07 00:00:00,49.882106781005895
26,2013-02-08 00:00:00,50.6022834777832
27,2013-02-11 00:00:00,51.129638671875
28,2013-02-12 00:00:00,49.8480110168457
29,2013-02-13 00:00:00,49.7531967163086
30,2013-02-14 00:00:00,49.7084541320801
31,2013-02-15 00:00:00,49.02343368530271
32,2013-02-19 00:00:00,49.00532531738279
33,2013-02-20 00:00:00,47.818511962890604
34,2013-02-21 00:00:00,47.521278381347706
35,2013-02-22 00:00:00,48.0273208618164
36,2013-02-25 00:00:00,47.173976898193395
37,2013-02-26 00:00:00,47.831298828125
38,2013-02-27 00:00:00,47.3625411987305
39,2013-02-28 00:00:00,47.024829864502
40,2013-03-01 00:00:00,45.8603935241699
41,2013-03-04 00:00:00,44.750282287597706
42,2013-03-05 00:00:00,45.931770324707
43,2013-03-06 00:00:00,45.3479537963867
44,2013-03-07 00:00:00,45.8721122741699
45,2013-03-08 00:00:00,45.9935646057129
