,adj_close,Dates
180,12.8726272583008,2008-09-18
181,13.527345657348599,2008-09-19
182,12.580789566039998,2008-09-22
183,12.176630973815902,2008-09-23
184,12.356144905090305,2008-09-24
185,12.6652679443359,2008-09-25
186,12.3110294342041,2008-09-26
187,10.1049509048462,2008-09-29
188,10.9113483428955,2008-09-30
189,10.4755096435547,2008-10-01
190,9.60959053039551,2008-10-02
191,9.31871032714844,2008-10-03
192,9.42143154144287,2008-10-06
193,8.559352874755861,2008-10-07
194,8.61983203887939,2008-10-08
195,8.51903247833252,2008-10-09
196,9.29279041290283,2008-10-10
197,10.584951400756802,2008-10-13
198,9.99166965484619,2008-10-14
199,9.40319061279297,2008-10-15
200,9.78142929077148,2008-10-16
201,9.3503885269165,2008-10-17
202,9.45022964477539,2008-10-20
203,8.783031463623049,2008-10-21
204,9.29951095581055,2008-10-22
205,9.430070877075199,2008-10-23
206,9.25247287750244,2008-10-24
207,8.84063243865967,2008-10-27
208,9.59135055541992,2008-10-28
209,10.0367908477783,2008-10-29
210,10.6598262786865,2008-10-30
211,10.3286285400391,2008-10-31
212,10.2681512832642,2008-11-03
213,10.655031204223599,2008-11-04
214,9.916789054870607,2008-11-05
215,9.51359176635742,2008-11-06
216,9.43103122711182,2008-11-07
217,9.20447063446045,2008-11-10
218,9.09791374206543,2008-11-11
219,8.65151119232178,2008-11-12
220,9.2582311630249,2008-11-13
221,8.66303157806396,2008-11-14
222,8.46143341064453,2008-11-17
223,8.63135147094727,2008-11-18
224,8.28382873535156,2008-11-19
225,7.72703313827515,2008-11-20
226,7.92767429351807,2008-11-21
227,8.92319297790527,2008-11-24
228,8.71679210662842,2008-11-25
229,9.11999225616455,2008-11-26
230,8.89631175994873,2008-11-28
231,8.53727149963379,2008-12-01
232,8.87711048126221,2008-12-02
233,9.20639133453369,2008-12-03
234,8.77534961700439,2008-12-04
235,9.02399063110352,2008-12-05
236,9.57311153411865,2008-12-08
237,9.60575103759766,2008-12-09
238,9.42815113067627,2008-12-10
239,9.11999225616455,2008-12-11
240,9.43391036987305,2008-12-12
241,9.09599018096924,2008-12-15
242,9.161272048950199,2008-12-16
243,8.559352874755861,2008-12-17
244,8.58526992797852,2008-12-18
245,8.63999271392822,2008-12-19
246,8.23103523254395,2008-12-22
247,8.29247283935547,2008-12-23
248,8.16383361816406,2008-12-24
249,8.23775291442871,2008-12-26
250,8.31455135345459,2008-12-29
251,8.28382873535156,2008-12-30
252,8.193592071533201,2008-12-31
253,8.71199321746826,2009-01-02
254,9.079670906066893,2009-01-05
255,8.929911613464359,2009-01-06
256,8.73695278167725,2009-01-07
257,8.899190902709961,2009-01-08
258,8.6956729888916,2009-01-09
259,8.51135349273682,2009-01-12
260,8.42015266418457,2009-01-13
261,8.19167137145996,2009-01-14
262,8.00446891784668,2009-01-15
263,7.9036726951599094,2009-01-16
264,7.5071930885314915,2009-01-20
265,7.951672077178959,2009-01-21
266,8.48255157470703,2009-01-22
267,8.48255157470703,2009-01-23
268,8.605433464050291,2009-01-26
269,8.710070610046388,2009-01-27
270,9.043191909790039,2009-01-28
271,8.9279899597168,2009-01-29
272,8.6524715423584,2009-01-30
273,8.78495025634766,2009-02-02
274,8.9260721206665,2009-02-03
275,8.98079299926758,2009-02-04
276,9.26014995574951,2009-02-05
277,9.57311153411865,2009-02-06
278,9.84095001220703,2009-02-09
279,9.3916711807251,2009-02-10
280,9.29471302032471,2009-02-11
281,9.529909133911133,2009-02-12
282,9.51935291290283,2009-02-13
283,9.07487106323242,2009-02-17
284,9.05951023101807,2009-02-18
285,8.7014331817627,2009-02-19
286,8.755190849304201,2009-02-20
287,8.34719085693359,2009-02-23
288,8.66399383544922,2009-02-24
289,8.75135040283203,2009-02-25
290,8.56223201751709,2009-02-26
291,8.57375144958496,2009-02-27
292,8.44223213195801,2009-03-02
293,8.48351287841797,2009-03-03
294,8.75230979919434,2009-03-04
295,8.52863025665283,2009-03-05
296,8.188793182373049,2009-03-06
297,7.978553295135501,2009-03-09
298,8.508472442626951,2009-03-10
299,8.897271156311039,2009-03-11
300,9.24959087371826,2009-03-12
301,9.20927143096924,2009-03-13
302,9.16031265258789,2009-03-16
303,9.56735229492188,2009-03-17
304,9.74591159820557,2009-03-18
305,9.75551223754883,2009-03-19
306,9.75263023376465,2009-03-20
307,10.335350036621099,2009-03-23
308,10.223991394042999,2009-03-24
309,10.223031044006301,2009-03-25
310,10.547511100769,2009-03-26
311,10.257591247558599,2009-03-27
312,10.031029701232901,2009-03-30
313,10.0915088653564,2009-03-31
314,10.4342288970947,2009-04-01
315,10.8201494216919,2009-04-02
316,11.135028839111301,2009-04-03
317,11.371190071106,2009-04-06
318,11.039989471435499,2009-04-07
319,11.166708946228,2009-04-08
320,11.478710174560499,2009-04-09
321,11.541109085083,2009-04-13
322,11.357749938964801,2009-04-14
323,11.2934284210205,2009-04-15
324,11.659193038940401,2009-04-16
325,11.848309516906701,2009-04-17
326,11.567990303039599,2009-04-20
327,11.688952445983901,2009-04-21
328,11.6649503707886,2009-04-22
329,12.0383901596069,2009-04-23
330,11.8943872451782,2009-04-24
331,11.9740686416626,2009-04-27
332,11.8943872451782,2009-04-28
333,12.013427734375,2009-04-29
334,12.079668998718299,2009-04-30
335,12.2150297164917,2009-05-01
336,12.678709030151401,2009-05-04
337,12.7401475906372,2009-05-05
338,12.7199878692627,2009-05-06
339,12.389750480651903,2009-05-07
340,12.402229309082001,2009-05-08
341,12.438706398010302,2009-05-11
342,11.944308280944801,2009-05-12
343,11.4710273742676,2009-05-13
344,11.8031873703003,2009-05-14
345,11.7523097991943,2009-05-15
346,12.158388137817399,2009-05-18
347,12.235189437866199,2009-05-19
348,12.0835056304932,2009-05-20
349,11.921269416809098,2009-05-21
350,11.759989738464403,2009-05-22
351,12.5548696517944,2009-05-26
352,12.772787094116199,2009-05-27
353,12.9667072296143,2009-05-28
354,13.037748336792,2009-05-29
355,13.377587318420401,2009-06-01
356,13.391028404235804,2009-06-02
357,13.5311851501465,2009-06-03
358,13.7990283966064,2009-06-04
359,13.888307571411099,2009-06-05
360,13.809589385986301,2009-06-08
361,13.7011079788208,2009-06-09
362,13.4639892578125,2009-06-10
363,13.4351863861084,2009-06-11
364,13.1491050720215,2009-06-12
365,13.0646305084229,2009-06-15
366,13.089587211608901,2009-06-16
367,13.0156688690186,2009-06-17
368,13.0444679260254,2009-06-18
369,13.3900661468506,2009-06-19
370,13.187507629394501,2009-06-22
371,12.8649482727051,2009-06-23
372,13.077105522155799,2009-06-24
373,13.426549911499,2009-06-25
374,13.6742305755615,2009-06-26
375,13.6291055679321,2009-06-29
376,13.6732664108276,2009-06-30
377,13.711668014526401,2009-07-01
378,13.441908836364698,2009-07-02
379,13.306544303894,2009-07-06
380,12.998389244079599,2009-07-07
381,13.173109054565401,2009-07-08
382,13.0905447006226,2009-07-09
383,13.297905921936,2009-07-10
384,13.6646280288696,2009-07-13
385,13.6579055786133,2009-07-14
386,14.1004648208618,2009-07-15
387,14.1619071960449,2009-07-16
388,14.567986488342301,2009-07-17
389,14.679347038269,2009-07-20
390,14.544945716857901,2009-07-21
391,15.047027587890598,2009-07-22
392,15.1507091522217,2009-07-23
393,15.3590269088745,2009-07-24
394,15.3695869445801,2009-07-27
395,15.3599853515625,2009-07-28
396,15.362865447997999,2009-07-29
397,15.627826690673801,2009-07-30
398,15.685422897338901,2009-07-31
399,15.977264404296902,2009-08-03
400,15.8927907943726,2009-08-04
401,15.8505439758301,2009-08-05
402,15.7353458404541,2009-08-06
403,15.8889474868774,2009-08-07
404,15.8131046295166,2009-08-10
405,15.6316661834717,2009-08-11
406,15.869746208190902,2009-08-12
407,16.1683044433594,2009-08-13
408,16.0108642578125,2009-08-14
409,15.3206262588501,2009-08-17
410,15.7439861297607,2009-08-18
411,15.8015851974487,2009-08-19
412,15.9676694869995,2009-08-20
413,16.2451019287109,2009-08-21
414,16.2297477722168,2009-08-24
415,16.2623882293701,2009-08-25
416,16.071344375610398,2009-08-26
417,16.2671871185303,2009-08-27
418,16.3247852325439,2009-08-28
419,16.148147583007802,2009-08-31
420,15.86878490448,2009-09-01
421,15.8572635650635,2009-09-02
422,15.988783836364698,2009-09-03
423,16.3497428894043,2009-09-04
424,16.6012649536133,2009-09-08
425,16.429424285888697,2009-09-09
426,16.5657444000244,2009-09-10
427,16.5273418426514,2009-09-11
428,16.677104949951197,2009-09-14
429,16.8153457641602,2009-09-15
430,17.4595012664795,2009-09-16
431,17.7167873382568,2009-09-17
432,17.7619018554688,2009-09-18
433,17.6659049987793,2009-09-21
434,17.7100601196289,2009-09-22
435,17.8079872131348,2009-09-23
436,17.64670753479,2009-09-24
437,17.507501602172898,2009-09-25
438,17.870380401611303,2009-09-28
439,17.796463012695302,2009-09-29
440,17.793586730957,2009-09-30
441,17.362543106079098,2009-10-01
442,17.750385284423803,2009-10-02
443,17.8579006195068,2009-10-05
444,18.2409420013428,2009-10-06
445,18.263986587524396,2009-10-07
446,18.169900894165,2009-10-08
447,18.2851028442383,2009-10-09
448,18.3177394866943,2009-10-12
449,18.2418994903564,2009-10-13
450,18.363821029663104,2009-10-14
451,18.2937412261963,2009-10-15
452,18.0527839660645,2009-10-16
453,18.226543426513697,2009-10-19
454,19.080940246582,2009-10-20
455,19.6723003387451,2009-10-21
456,19.6991863250732,2009-10-22
457,19.5782203674316,2009-10-23
458,19.438055038452106,2009-10-26
459,18.9475040435791,2009-10-27
460,18.470388412475604,2009-10-28
461,18.8495826721191,2009-10-29
462,18.095983505249,2009-10-30
463,18.1737442016602,2009-11-02
464,18.1199798583984,2009-11-03
465,18.3177394866943,2009-11-04
466,18.626859664917,2009-11-05
467,18.656623840332,2009-11-06
468,19.340145111084002,2009-11-09
469,19.4860610961914,2009-11-10
470,19.51198387146,2009-11-11
471,19.39102554321289,2009-11-12
472,19.627178192138697,2009-11-13
473,19.8364639282227,2009-11-16
474,19.87198257446289,2009-11-17
475,19.7721385955811,2009-11-18
476,19.2489395141602,2009-11-19
477,19.1922988891602,2009-11-20
478,19.764459609985398,2009-11-23
479,19.6262226104736,2009-11-24
480,19.602222442627,2009-11-25
481,19.2566223144531,2009-11-27
482,19.19133949279789,2009-11-30
483,18.909099578857397,2009-12-01
484,18.838060379028303,2009-12-02
485,18.8620624542236,2009-12-03
486,18.5587005615234,2009-12-04
487,18.1391849517822,2009-12-07
488,18.2274990081787,2009-12-08
489,18.988782882690398,2009-12-09
490,18.8572616577148,2009-12-10
491,18.688299179077106,2009-12-11
492,18.9100608825684,2009-12-14
493,18.640306472778303,2009-12-15
494,18.7228622436523,2009-12-16
495,18.4185428619385,2009-12-17
496,18.7612609863281,2009-12-18
497,19.0300598144531,2009-12-21
498,19.2345409393311,2009-12-22
499,19.4015808105469,2009-12-23
500,20.067825317382802,2009-12-24
501,20.3145370483398,2009-12-28
502,20.0735816955566,2009-12-29
503,20.3174228668213,2009-12-30
504,20.230060577392603,2009-12-31
505,20.5449390411377,2010-01-04
506,20.5804595947266,2010-01-05
507,20.2531051635742,2010-01-06
508,20.2156581878662,2010-01-07
509,20.3500576019287,2010-01-08
510,20.1705417633057,2010-01-11
511,19.941104888915998,2010-01-12
512,20.2223834991455,2010-01-13
513,20.105260848999,2010-01-14
514,19.7692604064941,2010-01-15
515,20.6438236236572,2010-01-19
516,20.3260593414307,2010-01-20
517,19.974697113037106,2010-01-21
518,18.983980178833,2010-01-22
519,19.4946975708008,2010-01-25
520,19.7702198028564,2010-01-26
521,19.9564590454102,2010-01-27
522,19.1318264007568,2010-01-28
523,18.4377422332764,2010-01-29
524,18.6940670013428,2010-02-01
525,18.8025436401367,2010-02-02
526,19.126056671142603,2010-02-03
527,18.436786651611303,2010-02-04
528,18.7641448974609,2010-02-05
529,18.6355056762695,2010-02-08
530,18.8342247009277,2010-02-09
531,18.731500625610398,2010-02-10
532,19.072299957275398,2010-02-11
533,19.236457824707,2010-02-12
534,19.526380538940398,2010-02-16
535,19.444782257080103,2010-02-17
536,19.4812602996826,2010-02-18
537,19.3603019714355,2010-02-19
538,19.240299224853498,2010-02-22
539,18.9177417755127,2010-02-23
540,19.2633419036865,2010-02-24
541,19.3919830322266,2010-02-25
542,19.643499374389602,2010-02-26
543,20.063024520874,2010-03-01
544,20.049579620361303,2010-03-02
545,20.0956630706787,2010-03-03
546,20.2281436920166,2010-03-04
547,21.019184112548803,2010-03-05
548,21.0316562652588,2010-03-08
549,21.4098968505859,2010-03-09
550,21.584619522094695,2010-03-10
551,21.647985458374,2010-03-11
552,21.7535800933838,2010-03-12
553,21.4886150360107,2010-03-15
554,21.547176361084,2010-03-16
555,21.5155010223389,2010-03-17
556,21.5663871765137,2010-03-18
557,21.335979461669897,2010-03-19
558,21.5759811401367,2010-03-22
559,21.9225425720215,2010-03-23
560,22.0194969177246,2010-03-24
561,21.75838088989261,2010-03-25
562,22.166378021240202,2010-03-26
563,22.3094215393066,2010-03-29
564,22.641578674316396,2010-03-30
565,22.559982299804698,2010-03-31
566,22.653099060058604,2010-04-01
567,22.8950176239014,2010-04-05
568,22.9958229064941,2010-04-06
569,23.097579956054698,2010-04-07
570,23.035179138183604,2010-04-08
571,23.211820602417003,2010-04-09
572,23.259820938110398,2010-04-12
573,23.273260116577106,2010-04-13
574,23.5862159729004,2010-04-14
575,23.896299362182607,2010-04-15
576,23.7503833770752,2010-04-16
577,23.718702316284197,2010-04-19
578,23.4806175231934,2010-04-20
579,24.8851051330566,2010-04-21
580,25.58109664916989,2010-04-22
581,25.9996547698975,2010-04-23
582,25.871976852417003,2010-04-26
583,25.155817031860398,2010-04-27
584,25.113580703735398,2010-04-28
585,25.789421081543,2010-04-29
586,25.0646190643311,2010-04-30
587,25.5695743560791,2010-05-03
588,24.833255767822298,2010-05-04
589,24.5750198364258,2010-05-05
590,23.6399745941162,2010-05-06
591,22.6425380706787,2010-05-07
592,24.383010864257802,2010-05-10
593,24.6258983612061,2010-05-11
594,25.1606121063232,2010-05-12
595,24.80253219604489,2010-05-13
596,24.3666973114014,2010-05-14
597,24.4050979614258,2010-05-17
598,24.226537704467802,2010-05-18
599,23.840612411499,2010-05-19
600,22.8249435424805,2010-05-20
601,23.2626934051514,2010-05-21
602,23.688940048217802,2010-05-24
603,23.5410976409912,2010-05-25
604,23.4345378875732,2010-05-26
605,24.3215732574463,2010-05-27
606,24.660455703735398,2010-05-28
607,25.0396556854248,2010-06-01
608,25.3391799926758,2010-06-02
609,25.259498596191396,2010-06-03
610,24.572134017944304,2010-06-04
611,24.0902156829834,2010-06-07
612,23.9356517791748,2010-06-08
613,23.3471755981445,2010-06-09
614,24.048940658569304,2010-06-10
615,24.336936950683604,2010-06-11
616,24.4108581542969,2010-06-14
617,24.93022346496581,2010-06-15
618,25.6559753417969,2010-06-16
619,26.099496841430696,2010-06-17
620,26.3106956481934,2010-06-18
621,25.9362945556641,2010-06-21
622,26.2895812988281,2010-06-22
623,26.0130939483643,2010-06-23
624,25.823970794677702,2010-06-24
625,25.603174209594695,2010-06-25
626,25.756778717041,2010-06-28
627,24.592294692993196,2010-06-29
628,24.1468563079834,2010-06-30
629,23.8540554046631,2010-07-01
630,23.7062129974365,2010-07-02
631,23.8684577941895,2010-07-06
632,24.8323020935059,2010-07-07
633,24.776615142822298,2010-07-08
634,24.9235000610352,2010-07-09
635,24.6998119354248,2010-07-12
636,24.172779083252,2010-07-13
637,24.262056350707997,2010-07-14
638,24.1391754150391,2010-07-15
639,23.990379333496104,2010-07-16
640,23.5756530761719,2010-07-19
641,24.181419372558604,2010-07-20
642,24.4070167541504,2010-07-21
643,24.8658962249756,2010-07-22
644,24.954214096069304,2010-07-23
645,24.8908615112305,2010-07-26
646,25.3516578674316,2010-07-27
647,25.0521392822266,2010-07-28
648,24.778535842895497,2010-07-29
649,24.6959800720215,2010-07-30
650,25.1375751495361,2010-08-02
651,25.145259857177702,2010-08-03
652,25.246057510376,2010-08-04
653,25.123176574707,2010-08-05
654,24.9686164855957,2010-08-06
655,25.127975463867198,2010-08-09
656,24.903333663940398,2010-08-10
657,24.0182189941406,2010-08-11
658,24.171815872192397,2010-08-12
659,23.91357421875,2010-08-13
660,23.773414611816396,2010-08-16
661,24.189100265502898,2010-08-17
662,24.2947044372559,2010-08-18
663,23.98845863342289,2010-08-19
664,23.9654197692871,2010-08-20
665,23.596776962280305,2010-08-23
666,23.033258438110398,2010-08-24
667,23.3174171447754,2010-08-25
668,23.066858291626,2010-08-26
669,23.195499420166,2010-08-27
670,23.2799777984619,2010-08-30
671,23.33757972717289,2010-08-31
672,24.031658172607397,2010-09-01
673,24.20829391479489,2010-09-02
674,24.8418998718262,2010-09-03
675,24.7497386932373,2010-09-07
676,25.2402992248535,2010-09-08
677,25.2546920776367,2010-09-09
678,25.287340164184602,2010-09-10
679,25.635814666748,2010-09-13
680,25.733739852905305,2010-09-14
681,25.94109535217289,2010-09-15
682,26.5506935119629,2010-09-16
683,26.435489654541,2010-09-17
684,27.190059661865202,2010-09-20
685,27.241895675659197,2010-09-21
686,27.623968124389602,2010-09-22
687,27.736303329467802,2010-09-23
688,28.0626926422119,2010-09-24
689,27.9513320922852,2010-09-27
690,27.5385417938232,2010-09-28
691,27.5874900817871,2010-09-29
692,27.2399730682373,2010-09-30
693,27.121898651123,2010-10-01
694,26.749412536621104,2010-10-04
695,27.7382106781006,2010-10-05
696,27.7622127532959,2010-10-06
697,27.7650985717773,2010-10-07
698,28.230688095092802,2010-10-08
699,28.354528427124,2010-10-11
700,28.659812927246104,2010-10-12
701,28.8134117126465,2010-10-13
702,29.021738052368196,2010-10-14
703,30.2150096893311,2010-10-15
704,30.527967453002898,2010-10-18
705,29.71101188659669,2010-10-19
706,29.810853958129893,2010-10-20
707,29.713895797729503,2010-10-21
708,29.5170917510986,2010-10-22
709,29.6486167907715,2010-10-25
710,29.572774887085,2010-10-26
711,29.551660537719695,2010-10-27
712,29.3030128479004,2010-10-28
713,28.8940486907959,2010-10-29
714,29.20125198364261,2010-11-01
715,29.698532104492198,2010-11-02
716,30.028772354126,2010-11-03
717,30.553895950317397,2010-11-04
718,30.444448471069304,2010-11-05
719,30.587495803832997,2010-11-08
720,30.3436546325684,2010-11-09
721,30.5308513641357,2010-11-10
722,30.39837074279789,2010-11-11
723,29.570858001709,2010-11-12
724,29.4758110046387,2010-11-15
725,28.9526100158691,2010-11-16
726,28.8479785919189,2010-11-17
727,29.6092548370361,2010-11-18
728,29.446044921875,2010-11-19
729,30.082532882690398,2010-11-22
730,29.6380500793457,2010-11-23
731,30.2207717895508,2010-11-24
732,30.23996925354,2010-11-26
733,30.419496536254893,2010-11-29
734,29.870370864868196,2010-11-30
735,30.3743686676025,2010-12-01
736,30.5423755645752,2010-12-02
737,30.4742088317871,2010-12-03
738,30.7343692779541,2010-12-06
739,30.5481281280518,2010-12-07
740,30.8169250488281,2010-12-08
741,30.6969318389893,2010-12-09
742,30.7737312316895,2010-12-10
743,30.8802928924561,2010-12-13
744,30.747802734375,2010-12-14
745,30.7545280456543,2010-12-15
746,30.8399715423584,2010-12-16
747,30.778528213501,2010-12-17
748,30.9321269989014,2010-12-20
749,31.1231708526611,2010-12-21
750,31.215328216552702,2010-12-22
751,31.0655689239502,2010-12-23
752,31.169252395629893,2010-12-27
753,31.2450866699219,2010-12-28
754,31.227811813354503,2010-12-29
755,31.0713329315186,2010-12-30
756,30.9657344818115,2010-12-31
757,31.638694763183604,2011-01-03
758,31.8038139343262,2011-01-04
759,32.0639686584473,2011-01-05
760,32.038055419921896,2011-01-06
761,32.2674942016602,2011-01-07
762,32.875167846679695,2011-01-10
763,32.797409057617195,2011-01-11
764,33.064281463623,2011-01-12
765,33.185256958007805,2011-01-13
766,33.4540481567383,2011-01-14
767,32.7023735046387,2011-01-18
768,32.528610229492195,2011-01-19
769,31.9372539520264,2011-01-20
770,31.3650856018066,2011-01-21
771,32.395172119140604,2011-01-24
772,32.774368286132805,2011-01-25
773,33.0095634460449,2011-01-26
774,32.9481353759766,2011-01-27
775,32.2655715942383,2011-01-28
776,32.5746917724609,2011-01-31
777,33.1228523254395,2011-02-01
778,33.0546836853027,2011-02-02
779,32.970207214355504,2011-02-03
780,33.263973236084,2011-02-04
781,33.780460357666,2011-02-07
782,34.099166870117195,2011-02-08
783,34.3833236694336,2011-02-09
784,34.0358200073242,2011-02-10
785,34.2575721740723,2011-02-11
786,34.4812507629395,2011-02-14
787,34.550369262695305,2011-02-15
788,34.860443115234396,2011-02-16
789,34.396759033203104,2011-02-17
790,33.6537284851074,2011-02-18
791,32.5065231323242,2011-02-22
792,32.8914833068848,2011-02-23
793,32.916458129882805,2011-02-24
794,33.4233360290527,2011-02-25
795,33.9081382751465,2011-02-28
796,33.5337295532227,2011-03-01
797,33.803493499755895,2011-03-02
798,34.5177345275879,2011-03-03
799,34.5599708557129,2011-03-04
800,34.1145210266113,2011-03-07
801,34.152923583984396,2011-03-08
802,33.837081909179695,2011-03-09
803,33.2802886962891,2011-03-10
804,33.7910194396973,2011-03-11
805,33.9417381286621,2011-03-14
806,33.1612510681152,2011-03-15
807,31.6809272766113,2011-03-16
808,32.1254081726074,2011-03-17
809,31.7442893981934,2011-03-18
810,32.5727767944336,2011-03-21
811,32.755172729492195,2011-03-22
812,32.5622138977051,2011-03-23
813,33.1170883178711,2011-03-24
814,33.747810363769496,2011-03-25
815,33.642200469970696,2011-03-28
816,33.6921348571777,2011-03-29
817,33.4684524536133,2011-03-30
818,33.4569320678711,2011-03-31
819,33.077728271484396,2011-04-01
820,32.7542114257812,2011-04-04
821,32.533401489257805,2011-04-05
822,32.4518051147461,2011-04-06
823,32.4556503295898,2011-04-07
824,32.1657295227051,2011-04-08
